student_id,school,sex,age,address,famsize,pstatus,parent_education,mjob,fjob,subject,studytime,study_time_category,failures,absences,attendance_rate,g1,g2,g3,average_grade,final_grade,pass_fail,performance_category,grade_improvement,risk_status
STU-DF320FB3,GP,F,17,U,GT3,T,Higher Education,other,teacher,Mathematics,1,<2 hours,0,0,100.0,11,11,12,11.33,12,Pass,Satisfactory,1,Low Risk
STU-17618AFF,GP,M,15,R,GT3,T,Secondary Education,at_home,services,Mathematics,2,2 to 5 hours,0,2,97.85,11,8,8,9.0,8,Fail,At-Risk,-3,Medium Risk
STU-08AEF502,GP,M,17,R,LE3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,8,91.4,16,12,13,13.67,13,Pass,Satisfactory,-3,Low Risk
STU-3D082156,GP,F,18,R,GT3,T,Primary (4th grade),at_home,other,Mathematics,1,<2 hours,3,6,93.55,9,8,10,9.0,10,Pass,Satisfactory,1,Medium Risk
STU-119777A5,GP,M,16,R,GT3,T,5th to 9th grade,at_home,other,Mathematics,1,<2 hours,0,2,97.85,17,15,15,15.67,15,Pass,Good,-2,Low Risk
STU-28925959,GP,M,16,U,GT3,T,Secondary Education,other,services,Mathematics,2,2 to 5 hours,1,4,95.7,10,12,12,11.33,12,Pass,Satisfactory,2,Medium Risk
STU-DA9E5C08,GP,M,17,R,LE3,T,5th to 9th grade,at_home,other,Mathematics,1,<2 hours,2,0,100.0,7,6,0,4.33,0,Fail,At-Risk,-7,High Risk
STU-5D33127B,GP,M,15,R,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,2,6,93.55,5,9,7,7.0,7,Fail,At-Risk,2,High Risk
STU-AF887F37,GP,M,16,U,LE3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,1,0,100.0,7,0,0,2.33,0,Fail,At-Risk,-7,High Risk
STU-101E946A,GP,M,17,U,GT3,T,Secondary Education,at_home,services,Mathematics,1,<2 hours,0,2,97.85,10,10,10,10.0,10,Pass,Satisfactory,0,Low Risk
STU-BBAFAF13,GP,M,17,R,LE3,T,Primary (4th grade),other,services,Mathematics,2,2 to 5 hours,3,0,100.0,5,8,7,6.67,7,Fail,At-Risk,2,High Risk
STU-754B2702,GP,M,16,U,GT3,T,Secondary Education,services,services,Mathematics,1,<2 hours,1,16,82.8,12,11,12,11.67,12,Pass,Satisfactory,0,Medium Risk
STU-785C0BE2,GP,M,16,U,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,10,10,10,10.0,10,Pass,Satisfactory,0,Low Risk
STU-E15E3EC8,GP,F,16,U,GT3,T,Higher Education,health,services,Mathematics,2,2 to 5 hours,0,0,100.0,14,15,16,15.0,16,Pass,Distinction,2,Low Risk
STU-7AF39DAA,GP,F,16,U,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,6,7,0,4.33,0,Fail,At-Risk,-6,Medium Risk
STU-05500DAB,GP,F,16,U,GT3,T,Higher Education,health,health,Mathematics,2,2 to 5 hours,0,0,100.0,14,14,14,14.0,14,Pass,Good,0,Low Risk
STU-CE66669F,GP,M,16,U,GT3,T,Higher Education,other,other,Mathematics,1,<2 hours,2,0,100.0,6,5,0,3.67,0,Fail,At-Risk,-6,High Risk
STU-685FCE56,GP,M,16,U,GT3,T,Primary (4th grade),other,other,Mathematics,2,2 to 5 hours,0,2,97.85,13,15,16,14.67,16,Pass,Distinction,3,Low Risk
STU-F79B62BD,GP,M,17,U,LE3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,0,100.0,13,11,10,11.33,10,Pass,Satisfactory,-3,Low Risk
STU-449A60F3,GP,F,16,U,GT3,T,Secondary Education,at_home,services,Mathematics,2,2 to 5 hours,3,0,100.0,8,7,0,5.0,0,Fail,At-Risk,-8,High Risk
STU-0256B23F,GP,F,16,U,LE3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,10,11,9,10.0,9,Fail,At-Risk,-1,Medium Risk
STU-133463C2,GP,M,17,U,LE3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,4,95.7,10,9,9,9.33,9,Fail,At-Risk,-1,Medium Risk
STU-D0D98679,GP,F,16,U,GT3,T,5th to 9th grade,services,other,Mathematics,2,2 to 5 hours,0,2,97.85,13,13,11,12.33,11,Pass,Satisfactory,-2,Low Risk
STU-A9CD44A2,GP,M,17,U,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,6,5,6,5.67,6,Fail,At-Risk,0,Medium Risk
STU-28B0A0EB,GP,M,16,R,GT3,T,Higher Education,teacher,services,Mathematics,1,<2 hours,0,10,89.25,10,8,9,9.0,9,Fail,At-Risk,-1,Medium Risk
STU-EA531AD3,GP,M,17,U,GT3,T,Higher Education,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,10,10,11,10.33,11,Pass,Satisfactory,1,Low Risk
STU-CF3B0A6D,GP,M,16,U,GT3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,10,89.25,9,8,8,8.33,8,Fail,At-Risk,-1,Medium Risk
STU-AD5ED40A,GP,F,17,U,GT3,T,Higher Education,services,services,Mathematics,2,2 to 5 hours,0,0,100.0,16,17,17,16.67,17,Pass,Distinction,1,Low Risk
STU-6DCF56F1,GP,F,17,U,LE3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,56,39.78,9,9,8,8.67,8,Fail,At-Risk,-1,High Risk
STU-C8BEF087,GP,F,16,U,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,14,84.95,12,13,12,12.33,12,Pass,Satisfactory,0,Medium Risk
STU-0A8917A8,GP,M,17,U,GT3,T,Secondary Education,services,services,Mathematics,2,2 to 5 hours,0,12,87.1,12,12,11,11.67,11,Pass,Satisfactory,-1,Medium Risk
STU-A264454B,GP,M,16,U,GT3,T,5th to 9th grade,services,services,Mathematics,1,<2 hours,0,2,97.85,11,12,11,11.33,11,Pass,Satisfactory,0,Low Risk
STU-21326CB6,GP,M,16,U,LE3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,15,15,15,15.0,15,Pass,Good,0,Low Risk
STU-F1A11A40,GP,F,17,U,GT3,A,Secondary Education,health,other,Mathematics,2,2 to 5 hours,0,6,93.55,8,7,9,8.0,9,Fail,At-Risk,1,Medium Risk
STU-548680C9,GP,M,17,R,GT3,T,5th to 9th grade,at_home,other,Mathematics,2,2 to 5 hours,0,4,95.7,8,9,10,9.0,10,Pass,Satisfactory,2,Low Risk
STU-A47A6B49,GP,F,16,U,GT3,T,Secondary Education,services,services,Mathematics,2,2 to 5 hours,0,10,89.25,11,12,13,12.0,13,Pass,Satisfactory,2,Low Risk
STU-B42126A7,GP,F,17,U,GT3,T,Primary (4th grade),at_home,services,Mathematics,2,2 to 5 hours,0,0,100.0,8,8,9,8.33,9,Fail,At-Risk,1,Medium Risk
STU-F4073123,GP,M,17,U,GT3,T,5th to 9th grade,at_home,services,Mathematics,2,2 to 5 hours,0,12,87.1,7,8,8,7.67,8,Fail,At-Risk,1,High Risk
STU-494C9799,GP,M,16,R,GT3,T,Secondary Education,services,services,Mathematics,1,<2 hours,0,8,91.4,8,9,10,9.0,10,Pass,Satisfactory,2,Low Risk
STU-07B44D91,GP,M,16,U,GT3,T,Secondary Education,other,other,Mathematics,1,<2 hours,0,0,100.0,13,14,14,13.67,14,Pass,Good,1,Low Risk
STU-CB5D7ADB,GP,F,17,U,LE3,T,Higher Education,services,services,Mathematics,2,2 to 5 hours,0,0,100.0,14,15,15,14.67,15,Pass,Good,1,Low Risk
STU-64359A7E,GP,M,17,U,GT3,T,Higher Education,services,teacher,Mathematics,1,<2 hours,0,4,95.7,17,15,16,16.0,16,Pass,Distinction,-1,Low Risk
STU-597B5529,GP,M,16,R,LE3,T,Secondary Education,teacher,other,Mathematics,1,<2 hours,0,8,91.4,9,9,10,9.33,10,Pass,Satisfactory,1,Low Risk
STU-D0A23D7D,GP,F,17,U,GT3,T,Higher Education,services,teacher,Mathematics,1,<2 hours,1,24,74.19,18,18,18,18.0,18,Pass,Distinction,0,Medium Risk
STU-C3D573AC,GP,F,16,U,LE3,T,Higher Education,teacher,teacher,Mathematics,2,2 to 5 hours,0,0,100.0,9,9,10,9.33,10,Pass,Satisfactory,1,Low Risk
STU-B9438DC5,GP,F,16,U,GT3,T,Higher Education,health,other,Mathematics,2,2 to 5 hours,0,2,97.85,16,16,16,16.0,16,Pass,Distinction,0,Low Risk
STU-E9333265,GP,F,16,U,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,6,93.55,8,10,10,9.33,10,Pass,Satisfactory,2,Low Risk
STU-CA973392,GP,F,17,U,GT3,T,Primary (4th grade),other,other,Mathematics,2,2 to 5 hours,0,4,95.7,9,9,10,9.33,10,Pass,Satisfactory,1,Low Risk
STU-A241D719,GP,F,17,R,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,18,80.65,7,6,6,6.33,6,Fail,At-Risk,-1,High Risk
STU-5CFACFC5,GP,F,16,R,GT3,T,5th to 9th grade,services,services,Mathematics,4,>10 hours,0,6,93.55,10,10,11,10.33,11,Pass,Satisfactory,1,Low Risk
STU-755EA237,GP,F,17,U,GT3,T,Higher Education,at_home,services,Mathematics,3,5 to 10 hours,1,28,69.89,10,9,9,9.33,9,Fail,At-Risk,-1,High Risk
STU-B25B0B8A,GP,F,16,U,GT3,A,Secondary Education,services,other,Mathematics,2,2 to 5 hours,3,5,94.62,7,7,7,7.0,7,Fail,At-Risk,0,High Risk
STU-A9D0EC5B,GP,F,16,U,GT3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,10,89.25,11,12,13,12.0,13,Pass,Satisfactory,2,Low Risk
STU-A209EC8B,GP,F,16,U,GT3,T,Primary (4th grade),at_home,other,Mathematics,1,<2 hours,0,6,93.55,9,9,10,9.33,10,Pass,Satisfactory,1,Low Risk
STU-2DCA2DBA,GP,F,17,R,GT3,T,Higher Education,teacher,other,Mathematics,3,5 to 10 hours,0,6,93.55,7,7,7,7.0,7,Fail,At-Risk,0,Medium Risk
STU-2E15ECC6,GP,F,19,U,GT3,T,Secondary Education,other,other,Mathematics,4,>10 hours,0,10,89.25,8,8,8,8.0,8,Fail,At-Risk,0,Medium Risk
STU-94376763,GP,M,17,U,LE3,T,Higher Education,services,other,Mathematics,2,2 to 5 hours,0,13,86.02,12,12,13,12.33,13,Pass,Satisfactory,1,Medium Risk
STU-F1AC58BF,GP,F,16,U,GT3,A,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,12,13,14,13.0,14,Pass,Good,2,Low Risk
STU-03C760E9,GP,M,18,U,GT3,T,5th to 9th grade,services,other,Mathematics,2,2 to 5 hours,1,15,83.87,6,7,8,7.0,8,Fail,At-Risk,2,High Risk
STU-8AEA16C1,GP,F,17,R,LE3,T,Higher Education,services,other,Mathematics,1,<2 hours,0,12,87.1,8,10,10,9.33,10,Pass,Satisfactory,2,Medium Risk
STU-A0CB416D,GP,F,17,U,LE3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,2,97.85,14,15,15,14.67,15,Pass,Good,1,Low Risk
STU-0298B413,GP,F,17,U,GT3,T,Higher Education,other,other,Mathematics,2,2 to 5 hours,2,22,76.34,6,6,4,5.33,4,Fail,At-Risk,-2,High Risk
STU-C5AA3FF9,GP,M,18,U,LE3,T,Secondary Education,services,health,Mathematics,2,2 to 5 hours,1,13,86.02,6,6,8,6.67,8,Fail,At-Risk,2,High Risk
STU-AFAE430B,GP,F,17,U,GT3,T,Secondary Education,at_home,other,Mathematics,1,<2 hours,0,3,96.77,7,7,8,7.33,8,Fail,At-Risk,1,Medium Risk
STU-5E06A373,GP,F,17,U,GT3,T,5th to 9th grade,at_home,at_home,Mathematics,3,5 to 10 hours,0,4,95.7,9,10,10,9.67,10,Pass,Satisfactory,1,Low Risk
STU-DDFFE179,GP,F,17,R,GT3,T,5th to 9th grade,at_home,services,Mathematics,2,2 to 5 hours,0,2,97.85,6,6,6,6.0,6,Fail,At-Risk,0,Medium Risk
STU-952AD2DE,GP,F,17,U,GT3,T,Primary (4th grade),at_home,other,Mathematics,3,5 to 10 hours,1,0,100.0,6,5,0,3.67,0,Fail,At-Risk,-6,High Risk
STU-606A0FF9,GP,F,16,U,GT3,T,Secondary Education,services,teacher,Mathematics,2,2 to 5 hours,0,2,97.85,16,16,17,16.33,17,Pass,Distinction,1,Low Risk
STU-B77CE589,GP,M,18,U,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,12,13,13,12.67,13,Pass,Satisfactory,1,Low Risk
STU-F782029E,GP,F,16,U,GT3,T,Higher Education,teacher,services,Mathematics,3,5 to 10 hours,0,0,100.0,13,13,14,13.33,14,Pass,Good,1,Low Risk
STU-BFAD3F0C,GP,F,18,R,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,1,16,82.8,9,8,7,8.0,7,Fail,At-Risk,-2,High Risk
STU-ACF9A61B,GP,F,17,U,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,0,10,89.25,16,15,15,15.33,15,Pass,Good,-1,Low Risk
STU-03EBED53,GP,M,17,U,LE3,T,Secondary Education,services,services,Mathematics,2,2 to 5 hours,0,2,97.85,12,11,12,11.67,12,Pass,Satisfactory,0,Low Risk
STU-1CA24876,GP,M,18,U,LE3,T,5th to 9th grade,at_home,other,Mathematics,2,2 to 5 hours,0,14,84.95,10,8,9,9.0,9,Fail,At-Risk,-1,High Risk
STU-8E2F6D85,GP,F,17,U,GT3,A,5th to 9th grade,other,other,Mathematics,3,5 to 10 hours,0,10,89.25,12,10,12,11.33,12,Pass,Satisfactory,0,Low Risk
STU-AD672812,GP,F,17,U,LE3,T,Higher Education,health,other,Mathematics,2,2 to 5 hours,0,14,84.95,13,13,14,13.33,14,Pass,Good,1,Medium Risk
STU-B31BF7A8,GP,M,17,R,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,11,11,11,11.0,11,Pass,Satisfactory,0,Low Risk
STU-6239E0AA,GP,M,17,U,GT3,T,Higher Education,teacher,teacher,Mathematics,2,2 to 5 hours,0,14,84.95,11,9,9,9.67,9,Fail,At-Risk,-2,High Risk
STU-A384DF3F,GP,M,16,U,GT3,T,Higher Education,health,other,Mathematics,2,2 to 5 hours,0,2,97.85,14,13,13,13.33,13,Pass,Satisfactory,-1,Low Risk
STU-C0906E54,GP,M,16,U,LE3,T,Primary (4th grade),other,other,Mathematics,2,2 to 5 hours,0,18,80.65,9,7,6,7.33,6,Fail,At-Risk,-3,High Risk
STU-7C5275E4,GP,M,16,U,GT3,T,Secondary Education,at_home,other,Mathematics,3,5 to 10 hours,0,10,89.25,11,9,10,10.0,10,Pass,Satisfactory,-1,Low Risk
STU-399BD0DC,GP,M,17,U,LE3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,14,13,13,13.33,13,Pass,Satisfactory,-1,Low Risk
STU-EEE66B23,GP,F,16,U,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,20,78.49,13,12,12,12.33,12,Pass,Satisfactory,-1,Medium Risk
STU-FD414DCB,GP,F,17,R,GT3,T,5th to 9th grade,at_home,services,Mathematics,2,2 to 5 hours,0,2,97.85,13,11,11,11.67,11,Pass,Satisfactory,-2,Low Risk
STU-D0C0FB9C,GP,M,18,U,GT3,T,5th to 9th grade,other,services,Mathematics,2,2 to 5 hours,1,0,100.0,7,7,0,4.67,0,Fail,At-Risk,-7,High Risk
STU-384A4DC6,GP,M,17,U,LE3,T,Higher Education,health,other,Mathematics,2,2 to 5 hours,0,14,84.95,12,12,12,12.0,12,Pass,Satisfactory,0,Medium Risk
STU-C6493C68,GP,M,17,R,LE3,A,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,2,97.85,10,11,12,11.0,12,Pass,Satisfactory,2,Low Risk
STU-5D622B00,GP,M,16,U,LE3,T,Higher Education,teacher,other,Mathematics,1,<2 hours,0,0,100.0,6,0,0,2.0,0,Fail,At-Risk,-6,Medium Risk
STU-A88F7DD8,GP,M,16,U,GT3,T,Higher Education,services,services,Mathematics,1,<2 hours,0,0,100.0,13,12,12,12.33,12,Pass,Satisfactory,-1,Low Risk
STU-D47BC8C3,GP,F,18,U,GT3,T,5th to 9th grade,other,other,Mathematics,3,5 to 10 hours,0,0,100.0,7,0,0,2.33,0,Fail,At-Risk,-7,Medium Risk
STU-55CBB3CD,GP,M,16,U,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,6,93.55,18,18,18,18.0,18,Pass,Distinction,0,Low Risk
STU-90A8CAE5,GP,M,17,U,GT3,T,Secondary Education,other,other,Mathematics,1,<2 hours,0,4,95.7,12,12,13,12.33,13,Pass,Satisfactory,1,Low Risk
STU-13A3D4D6,GP,M,22,U,GT3,T,Secondary Education,services,services,Mathematics,1,<2 hours,3,16,82.8,6,8,8,7.33,8,Fail,At-Risk,2,High Risk
STU-F5A769BC,GP,M,18,R,LE3,T,Secondary Education,other,services,Mathematics,2,2 to 5 hours,1,8,91.4,3,5,5,4.33,5,Fail,At-Risk,2,High Risk
STU-1942A5DD,GP,M,16,U,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,0,100.0,13,15,15,14.33,15,Pass,Good,2,Low Risk
STU-D1D91C87,GP,M,18,U,GT3,T,Secondary Education,services,other,Mathematics,1,<2 hours,1,0,100.0,6,8,8,7.33,8,Fail,At-Risk,2,High Risk
STU-B6D3191C,GP,M,16,U,GT3,T,Secondary Education,at_home,other,Mathematics,2,2 to 5 hours,0,6,93.55,7,10,10,9.0,10,Pass,Satisfactory,3,Low Risk
STU-0A169768,GP,M,18,U,GT3,T,5th to 9th grade,services,services,Mathematics,1,<2 hours,1,4,95.7,6,9,8,7.67,8,Fail,At-Risk,2,High Risk
STU-2506154C,GP,M,16,R,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,0,100.0,8,9,8,8.33,8,Fail,At-Risk,0,Medium Risk
STU-7877D315,GP,M,17,R,GT3,T,5th to 9th grade,other,other,Mathematics,1,<2 hours,0,0,100.0,8,12,12,10.67,12,Pass,Satisfactory,4,Low Risk
STU-AF2BAA0C,GP,M,17,U,LE3,T,Primary (4th grade),health,other,Mathematics,1,<2 hours,1,2,97.85,7,9,8,8.0,8,Fail,At-Risk,1,High Risk
STU-B7D2C986,GP,F,17,U,LE3,T,Higher Education,teacher,services,Mathematics,4,>10 hours,0,6,93.55,14,12,13,13.0,13,Pass,Satisfactory,-1,Low Risk
STU-B9EFB0DE,GP,M,19,U,LE3,A,Higher Education,services,at_home,Mathematics,2,2 to 5 hours,0,12,87.1,11,11,11,11.0,11,Pass,Satisfactory,0,Medium Risk
STU-17D92758,GP,M,18,U,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,8,91.4,15,14,14,14.33,14,Pass,Good,-1,Low Risk
STU-F341E88E,GP,F,17,U,LE3,T,5th to 9th grade,services,services,Mathematics,4,>10 hours,0,0,100.0,10,9,0,6.33,0,Fail,At-Risk,-10,Medium Risk
STU-5032226C,GP,F,18,U,GT3,T,Higher Education,services,other,Mathematics,2,2 to 5 hours,0,21,77.42,17,18,18,17.67,18,Pass,Distinction,1,Medium Risk
STU-729F8030,GP,M,18,U,GT3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,2,97.85,8,8,8,8.0,8,Fail,At-Risk,0,Medium Risk
STU-9AA0DF8E,GP,M,18,R,GT3,T,Secondary Education,other,other,Mathematics,3,5 to 10 hours,0,1,98.92,13,12,12,12.33,12,Pass,Satisfactory,-1,Low Risk
STU-8420A4D7,GP,F,17,U,GT3,T,Secondary Education,other,other,Mathematics,3,5 to 10 hours,0,4,95.7,10,9,9,9.33,9,Fail,At-Risk,-1,Medium Risk
STU-939050D8,GP,F,18,U,GT3,T,5th to 9th grade,at_home,services,Mathematics,3,5 to 10 hours,0,0,100.0,9,10,0,6.33,0,Fail,At-Risk,-9,Medium Risk
STU-663B05F4,GP,M,18,R,LE3,A,Higher Education,other,other,Mathematics,2,2 to 5 hours,0,13,86.02,17,17,17,17.0,17,Pass,Distinction,0,Medium Risk
STU-83C293F0,GP,M,17,U,GT3,T,Secondary Education,services,other,Mathematics,2,2 to 5 hours,0,2,97.85,9,9,10,9.33,10,Pass,Satisfactory,1,Low Risk
STU-C6BC5A32,GP,F,18,R,GT3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,8,91.4,12,10,11,11.0,11,Pass,Satisfactory,-1,Low Risk
STU-6225567B,GP,M,18,U,GT3,T,Higher Education,health,other,Mathematics,2,2 to 5 hours,0,10,89.25,10,9,10,9.67,10,Pass,Satisfactory,0,Low Risk
STU-2ACF751E,GP,F,18,R,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,0,100.0,6,0,0,2.0,0,Fail,At-Risk,-6,Medium Risk
STU-40EBB74A,GP,F,19,U,GT3,T,Secondary Education,other,services,Mathematics,2,2 to 5 hours,2,15,83.87,9,9,9,9.0,9,Fail,At-Risk,0,High Risk
STU-B2DFBB62,GP,F,18,U,GT3,T,Secondary Education,other,services,Mathematics,4,>10 hours,0,4,95.7,15,14,14,14.33,14,Pass,Good,-1,Low Risk
STU-77569D3A,GP,F,18,U,LE3,T,Primary (4th grade),other,other,Mathematics,2,2 to 5 hours,0,2,97.85,11,11,11,11.0,11,Pass,Satisfactory,0,Low Risk
STU-EC7CDC45,GP,M,17,R,GT3,T,5th to 9th grade,at_home,at_home,Mathematics,2,2 to 5 hours,0,2,97.85,15,14,14,14.33,14,Pass,Good,-1,Low Risk
STU-F8A5F432,GP,F,17,U,GT3,T,Higher Education,at_home,health,Mathematics,2,2 to 5 hours,0,2,97.85,10,10,10,10.0,10,Pass,Satisfactory,0,Low Risk
STU-1239B6F2,GP,F,17,U,LE3,T,5th to 9th grade,services,other,Mathematics,2,2 to 5 hours,0,6,93.55,12,12,12,12.0,12,Pass,Satisfactory,0,Low Risk
STU-868C470A,GP,F,18,R,GT3,A,Secondary Education,other,services,Mathematics,2,2 to 5 hours,0,75,19.35,10,9,9,9.33,9,Fail,At-Risk,-1,High Risk
STU-C1BB86AE,GP,M,18,U,GT3,T,Higher Education,teacher,services,Mathematics,1,<2 hours,0,22,76.34,9,9,9,9.0,9,Fail,At-Risk,0,High Risk
STU-AFFE5E56,GP,F,18,U,GT3,T,Higher Education,health,health,Mathematics,2,2 to 5 hours,1,15,83.87,9,8,8,8.33,8,Fail,At-Risk,-1,High Risk
STU-33DA4042,GP,M,18,U,LE3,T,Higher Education,teacher,services,Mathematics,1,<2 hours,0,8,91.4,10,11,10,10.33,10,Pass,Satisfactory,0,Low Risk
STU-D9731AC3,GP,M,17,U,LE3,A,Higher Education,services,other,Mathematics,1,<2 hours,0,30,67.74,8,8,8,8.0,8,Fail,At-Risk,0,High Risk
STU-CF0BFA6F,GP,M,17,U,LE3,A,Secondary Education,teacher,services,Mathematics,1,<2 hours,1,19,79.57,11,9,10,10.0,10,Pass,Satisfactory,-1,Medium Risk
STU-B5995CD1,GP,F,18,R,LE3,T,Primary (4th grade),at_home,other,Mathematics,4,>10 hours,0,1,98.92,12,12,12,12.0,12,Pass,Satisfactory,0,Low Risk
STU-E99A0A05,GP,F,18,U,GT3,T,Primary (4th grade),other,other,Mathematics,2,2 to 5 hours,0,4,95.7,8,9,10,9.0,10,Pass,Satisfactory,2,Low Risk
STU-7681CF07,GP,F,17,U,GT3,T,5th to 9th grade,other,other,Mathematics,2,2 to 5 hours,0,4,95.7,10,9,11,10.0,11,Pass,Satisfactory,1,Low Risk
STU-3E0DD1D5,GP,M,17,U,GT3,T,Primary (4th grade),other,other,Mathematics,2,2 to 5 hours,0,2,97.85,12,10,11,11.0,11,Pass,Satisfactory,-1,Low Risk
STU-DA6D3B87,GP,F,18,U,GT3,T,5th to 9th grade,at_home,at_home,Mathematics,3,5 to 10 hours,0,5,94.62,18,18,19,18.33,19,Pass,Distinction,1,Low Risk
STU-166D1425,GP,F,17,U,GT3,T,Primary (4th grade),services,teacher,Mathematics,3,5 to 10 hours,0,6,93.55,13,12,12,12.33,12,Pass,Satisfactory,-1,Low Risk
STU-DC6B1F4F,GP,M,18,U,GT3,T,5th to 9th grade,services,services,Mathematics,3,5 to 10 hours,0,6,93.55,15,14,14,14.33,14,Pass,Good,-1,Low Risk
STU-2DDE1326,GP,M,18,U,LE3,A,Higher Education,teacher,teacher,Mathematics,2,2 to 5 hours,0,9,90.32,15,13,15,14.33,15,Pass,Good,0,Low Risk
STU-DB53C071,GP,M,18,U,GT3,T,Higher Education,teacher,other,Mathematics,2,2 to 5 hours,0,11,88.17,12,11,11,11.33,11,Pass,Satisfactory,-1,Medium Risk
STU-E810C8F8,GP,F,17,U,GT3,T,Higher Education,health,services,Mathematics,3,5 to 10 hours,0,0,100.0,15,15,15,15.0,15,Pass,Good,0,Low Risk
STU-87F99BD0,GP,F,18,U,LE3,T,5th to 9th grade,services,at_home,Mathematics,2,2 to 5 hours,1,12,87.1,12,12,13,12.33,13,Pass,Satisfactory,1,Medium Risk
STU-D2DBCC0A,GP,F,17,R,LE3,T,Secondary Education,services,other,Mathematics,4,>10 hours,0,6,93.55,18,18,18,18.0,18,Pass,Distinction,0,Low Risk
STU-33295AD4,GP,M,18,R,LE3,T,Secondary Education,services,other,Mathematics,3,5 to 10 hours,0,8,91.4,14,13,14,13.67,14,Pass,Good,0,Low Risk
STU-3B408F4C,GP,M,17,U,GT3,T,Secondary Education,health,other,Mathematics,1,<2 hours,0,4,95.7,14,12,11,12.33,11,Pass,Satisfactory,-3,Low Risk
STU-E553DB82,GP,F,19,U,GT3,T,Higher Education,health,other,Mathematics,2,2 to 5 hours,0,0,100.0,10,9,0,6.33,0,Fail,At-Risk,-10,Medium Risk
STU-E55D0EBF,GP,F,18,U,LE3,T,Higher Education,other,other,Mathematics,2,2 to 5 hours,0,10,89.25,10,8,8,8.67,8,Fail,At-Risk,-2,Medium Risk
STU-02538BD8,GP,F,18,U,GT3,T,Higher Education,other,other,Mathematics,4,>10 hours,0,0,100.0,14,13,14,13.67,14,Pass,Good,0,Low Risk
STU-5C28817B,GP,M,18,U,LE3,T,Higher Education,teacher,teacher,Mathematics,1,<2 hours,0,5,94.62,16,15,16,15.67,16,Pass,Distinction,0,Low Risk
STU-07E38447,GP,F,18,U,LE3,A,Higher Education,health,other,Mathematics,2,2 to 5 hours,0,14,84.95,12,10,11,11.0,11,Pass,Satisfactory,-1,Medium Risk
STU-4140EDDD,GP,M,17,U,LE3,T,Higher Education,other,teacher,Mathematics,1,<2 hours,0,0,100.0,11,11,10,10.67,10,Pass,Satisfactory,-1,Low Risk
STU-22B7FA9B,GP,F,17,U,GT3,T,Higher Education,other,other,Mathematics,3,5 to 10 hours,0,0,100.0,15,12,14,13.67,14,Pass,Good,-1,Low Risk
STU-52B3F146,GP,F,17,U,GT3,T,Secondary Education,health,health,Mathematics,4,>10 hours,0,0,100.0,17,17,18,17.33,18,Pass,Distinction,1,Low Risk
STU-DB6D8BD0,GP,M,19,U,GT3,T,Secondary Education,other,other,Mathematics,2,2 to 5 hours,1,20,78.49,15,14,13,14.0,13,Pass,Satisfactory,-2,Medium Risk
STU-8C94FC36,GP,F,18,U,GT3,T,Higher Education,services,at_home,Mathematics,2,2 to 5 hours,1,8,91.4,14,12,12,12.67,12,Pass,Satisfactory,-2,Medium Risk
STU-71A1F5C2,GP,M,20,U,GT3,A,Secondary Education,services,other,Mathematics,1,<2 hours,0,0,100.0,17,18,18,17.67,18,Pass,Distinction,1,Low Risk
