student_id,subject,studytime,study_time_category,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,attendance_rate,g1,g2,g3
STU-07B44D91,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,100.0,13,14,14
STU-CB5D7ADB,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,100.0,14,15,15
STU-64359A7E,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,95.7,17,15,16
STU-597B5529,Mathematics,1,<2 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,91.4,9,9,10
STU-D0A23D7D,Mathematics,1,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,74.19,18,18,18
STU-C3D573AC,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,100.0,9,9,10
STU-B9438DC5,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,97.85,16,16,16
STU-E9333265,Mathematics,2,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,93.55,8,10,10
STU-CA973392,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,95.7,9,9,10
STU-A241D719,Mathematics,1,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,80.65,7,6,6
STU-5CFACFC5,Mathematics,4,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,93.55,10,10,11
STU-755EA237,Mathematics,3,5 to 10 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,69.89,10,9,9
STU-B25B0B8A,Mathematics,2,2 to 5 hours,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,94.62,7,7,7
STU-A9D0EC5B,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,89.25,11,12,13
STU-A209EC8B,Mathematics,1,<2 hours,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,93.55,9,9,10
STU-2DCA2DBA,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,93.55,7,7,7
STU-2E15ECC6,Mathematics,4,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,89.25,8,8,8
STU-94376763,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,86.02,12,12,13
STU-F1AC58BF,Mathematics,2,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,100.0,12,13,14
STU-03C760E9,Mathematics,2,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,83.87,6,7,8
STU-8AEA16C1,Mathematics,1,<2 hours,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,87.1,8,10,10
STU-A0CB416D,Mathematics,2,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,97.85,14,15,15
STU-0298B413,Mathematics,2,2 to 5 hours,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,76.34,6,6,4
STU-C5AA3FF9,Mathematics,2,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,86.02,6,6,8
STU-AFAE430B,Mathematics,1,<2 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,96.77,7,7,8
STU-5E06A373,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,95.7,9,10,10
STU-DDFFE179,Mathematics,2,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,97.85,6,6,6
STU-952AD2DE,Mathematics,3,5 to 10 hours,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,100.0,6,5,0
STU-606A0FF9,Mathematics,2,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,97.85,16,16,17
STU-B77CE589,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,100.0,12,13,13
STU-F782029E,Mathematics,3,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,100.0,13,13,14
STU-BFAD3F0C,Mathematics,2,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,82.8,9,8,7
STU-ACF9A61B,Mathematics,2,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,89.25,16,15,15
STU-03EBED53,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,97.85,12,11,12
STU-1CA24876,Mathematics,2,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,84.95,10,8,9
STU-8E2F6D85,Mathematics,3,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,89.25,12,10,12
STU-AD672812,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,84.95,13,13,14
STU-B31BF7A8,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,95.7,11,11,11
STU-6239E0AA,Mathematics,2,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,84.95,11,9,9
STU-A384DF3F,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,97.85,14,13,13
STU-C0906E54,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,80.65,9,7,6
STU-7C5275E4,Mathematics,3,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,89.25,11,9,10
STU-399BD0DC,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,95.7,14,13,13
STU-EEE66B23,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,78.49,13,12,12
STU-FD414DCB,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,97.85,13,11,11
STU-D0C0FB9C,Mathematics,2,2 to 5 hours,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,100.0,7,7,0
STU-384A4DC6,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,84.95,12,12,12
STU-C6493C68,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,97.85,10,11,12
STU-5D622B00,Mathematics,1,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,100.0,6,0,0
STU-A88F7DD8,Mathematics,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,100.0,13,12,12
STU-D47BC8C3,Mathematics,3,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,100.0,7,0,0
STU-55CBB3CD,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,93.55,18,18,18
STU-90A8CAE5,Mathematics,1,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,95.7,12,12,13
STU-13A3D4D6,Mathematics,1,<2 hours,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,82.8,6,8,8
STU-F5A769BC,Mathematics,2,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,91.4,3,5,5
STU-1942A5DD,Mathematics,1,<2 hours,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,100.0,13,15,15
STU-D1D91C87,Mathematics,1,<2 hours,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,100.0,6,8,8
STU-B6D3191C,Mathematics,2,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,93.55,7,10,10
STU-0A169768,Mathematics,1,<2 hours,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,95.7,6,9,8
STU-2506154C,Mathematics,1,<2 hours,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,100.0,8,9,8
STU-7877D315,Mathematics,1,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,100.0,8,12,12
STU-AF2BAA0C,Mathematics,1,<2 hours,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,97.85,7,9,8
STU-B7D2C986,Mathematics,4,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,93.55,14,12,13
STU-B9EFB0DE,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,87.1,11,11,11
STU-17D92758,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,91.4,15,14,14
STU-F341E88E,Mathematics,4,>10 hours,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,100.0,10,9,0
STU-5032226C,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,77.42,17,18,18
STU-729F8030,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,97.85,8,8,8
STU-9AA0DF8E,Mathematics,3,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,98.92,13,12,12
STU-8420A4D7,Mathematics,3,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,95.7,10,9,9
STU-939050D8,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,100.0,9,10,0
STU-663B05F4,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,86.02,17,17,17
STU-83C293F0,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,97.85,9,9,10
STU-C6BC5A32,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,91.4,12,10,11
STU-6225567B,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,89.25,10,9,10
STU-2ACF751E,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,100.0,6,0,0
STU-40EBB74A,Mathematics,2,2 to 5 hours,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,83.87,9,9,9
STU-B2DFBB62,Mathematics,4,>10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,95.7,15,14,14
STU-77569D3A,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,97.85,11,11,11
STU-EC7CDC45,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,97.85,15,14,14
STU-F8A5F432,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,97.85,10,10,10
STU-1239B6F2,Mathematics,2,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,93.55,12,12,12
STU-868C470A,Mathematics,2,2 to 5 hours,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,19.35,10,9,9
STU-C1BB86AE,Mathematics,1,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,76.34,9,9,9
STU-AFFE5E56,Mathematics,2,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,83.87,9,8,8
STU-33DA4042,Mathematics,1,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,91.4,10,11,10
STU-D9731AC3,Mathematics,1,<2 hours,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,67.74,8,8,8
STU-CF0BFA6F,Mathematics,1,<2 hours,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,79.57,11,9,10
STU-B5995CD1,Mathematics,4,>10 hours,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,98.92,12,12,12
STU-E99A0A05,Mathematics,2,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,95.7,8,9,10
STU-7681CF07,Mathematics,2,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,95.7,10,9,11
STU-3E0DD1D5,Mathematics,2,2 to 5 hours,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,97.85,12,10,11
STU-DA6D3B87,Mathematics,3,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,94.62,18,18,19
STU-166D1425,Mathematics,3,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,93.55,13,12,12
STU-DC6B1F4F,Mathematics,3,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,93.55,15,14,14
STU-2DDE1326,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,90.32,15,13,15
STU-DB53C071,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,88.17,12,11,11
STU-E810C8F8,Mathematics,3,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,100.0,15,15,15
STU-87F99BD0,Mathematics,2,2 to 5 hours,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,87.1,12,12,13
STU-D2DBCC0A,Mathematics,4,>10 hours,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,93.55,18,18,18
STU-33295AD4,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,91.4,14,13,14
STU-3B408F4C,Mathematics,1,<2 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,95.7,14,12,11
STU-E553DB82,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,100.0,10,9,0
STU-E55D0EBF,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,89.25,10,8,8
STU-02538BD8,Mathematics,4,>10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,100.0,14,13,14
STU-5C28817B,Mathematics,1,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,94.62,16,15,16
STU-07E38447,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,84.95,12,10,11
STU-4140EDDD,Mathematics,1,<2 hours,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,100.0,11,11,10
STU-22B7FA9B,Mathematics,3,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,100.0,15,12,14
STU-52B3F146,Mathematics,4,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,100.0,17,17,18
STU-DB6D8BD0,Mathematics,2,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,78.49,15,14,13
STU-8C94FC36,Mathematics,2,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,91.4,14,12,12
STU-71A1F5C2,Mathematics,1,<2 hours,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,100.0,17,18,18
STU-35632BFA,Mathematics,1,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,59.14,8,9,8
STU-E7D1A49D,Mathematics,2,2 to 5 hours,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,100.0,15,12,12
STU-8CA35DF2,Mathematics,2,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,80.65,12,10,10
STU-26E212E1,Mathematics,2,2 to 5 hours,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,100.0,9,9,0
STU-430236AA,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,78.49,14,12,13
STU-9694C38D,Mathematics,2,2 to 5 hours,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,96.77,13,11,11
STU-B4C8AE05,Mathematics,2,2 to 5 hours,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,76.34,13,10,11
STU-055BA87C,Mathematics,3,5 to 10 hours,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,84.95,15,13,13
STU-3D4DFEA8,Mathematics,3,5 to 10 hours,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,56.99,13,11,11
STU-94E39F61,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,100.0,8,8,0
STU-DD8DF6E2,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,90.32,9,10,9
STU-AA3A7090,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,100.0,11,11,10
STU-5B44A9D3,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,97.85,11,11,11
STU-DE2ACAEE,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,75.27,13,13,13
STU-5A229EF5,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,87.1,11,9,9
STU-A8C0AD64,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,96.77,11,11,11
STU-99ED1429,Mathematics,3,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,98.92,12,14,15
STU-51385447,Mathematics,3,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,100.0,16,15,15
STU-3DB65053,Mathematics,3,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,96.77,9,12,11
STU-4567FD41,Mathematics,1,<2 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,96.77,14,15,16
STU-01EB470B,Mathematics,1,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,91.4,11,10,10
STU-8ADF8E42,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,92.47,10,9,9
STU-5D4FC8BB,Mathematics,3,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,95.7,14,14,14
STU-E8C83903,Mathematics,4,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,97.85,9,8,8
STU-DF3DFD1C,Mathematics,3,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,92.47,12,14,14
STU-CFE96450,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,100.0,7,0,0
STU-6EDD3247,Mathematics,2,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,100.0,8,8,0
STU-2DDFB354,Mathematics,4,>10 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,100.0,10,9,0
STU-904B8855,Mathematics,3,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,82.8,16,15,15
STU-1668F683,Mathematics,3,5 to 10 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,87.1,14,13,13
STU-32AC7410,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,100.0,7,8,0
STU-0638F977,Mathematics,4,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,92.47,16,15,17
STU-6DF9BB94,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,95.7,9,10,10
STU-D3126E3E,Mathematics,3,5 to 10 hours,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,95.7,11,12,11
STU-CD81E3F8,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,88.17,16,15,15
STU-21DAB688,Mathematics,2,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,100.0,9,8,0
STU-732F6983,Mathematics,3,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,95.7,11,10,10
STU-70C171D3,Mathematics,3,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,92.47,13,13,14
STU-3F9ADA08,Mathematics,3,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,90.32,16,15,16
STU-51027C17,Mathematics,3,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,100.0,10,10,9
STU-18F11CAF,Mathematics,3,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,100.0,13,15,15
STU-0686CB8F,Mathematics,1,<2 hours,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,89.25,11,13,13
STU-9F297993,Mathematics,2,2 to 5 hours,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,91.4,8,7,8
STU-84F79B9A,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,97.85,13,13,13
STU-B10FDE2C,Mathematics,1,<2 hours,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,92.47,8,7,8
STU-D3220DD4,Mathematics,1,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,95.7,8,8,8
STU-3DDAF610,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,95.7,13,11,11
STU-9E49539E,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,100.0,10,9,9
STU-DFE44DDA,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,95.7,12,13,13
STU-4061D44D,Mathematics,2,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,97.85,12,12,11
STU-33700E51,Mathematics,1,<2 hours,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,95.7,10,10,10
STU-42CD0E75,Mathematics,3,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,100.0,18,16,16
STU-DD40117C,Mathematics,2,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,100.0,13,13,13
STU-224B67E3,Mathematics,2,2 to 5 hours,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,97.85,13,12,12
STU-8D860544,Mathematics,2,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,100.0,11,11,10
STU-C73835A0,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,100.0,16,15,15
STU-4A82C4A3,Mathematics,2,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,100.0,12,11,12
STU-D415BBAC,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,95.7,10,10,10
STU-C96F7513,Mathematics,3,5 to 10 hours,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,100.0,13,13,13
STU-68EC39A5,Mathematics,1,<2 hours,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,100.0,7,6,0
STU-ED2890D4,Mathematics,1,<2 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,100.0,11,10,10
STU-ED287E8F,Mathematics,2,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,89.25,14,12,11
STU-C63135EB,Mathematics,2,2 to 5 hours,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,95.7,7,7,9
STU-D0DDB203,Mathematics,1,<2 hours,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,96.77,14,12,12
STU-48FC5D1C,Mathematics,3,5 to 10 hours,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,91.4,13,11,11
STU-8645C616,Mathematics,1,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,84.95,6,5,5
STU-C1D8824B,Mathematics,3,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,100.0,19,18,19
STU-FE883270,Mathematics,3,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,97.85,8,8,10
STU-F513BE06,Mathematics,3,5 to 10 hours,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,95.7,15,14,15
STU-9A79F1EE,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,95.7,8,9,10
STU-523CB612,Mathematics,2,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,100.0,15,15,15
STU-C547C143,Mathematics,2,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,81.72,10,10,10
STU-8A5579F7,Mathematics,2,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,95.7,15,14,14
STU-84E6366F,Mathematics,1,<2 hours,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,94.62,7,6,7
STU-06BDF63B,Mathematics,2,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,97.85,11,11,10
STU-8717E8F0,Mathematics,1,<2 hours,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,100.0,6,5,0
STU-9E51D21F,Mathematics,1,<2 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,84.95,6,5,5
STU-F1CCF36D,Mathematics,3,5 to 10 hours,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,97.85,10,9,10
