student_id,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,parent_education
STU-DB6D8BD0,GP,M,19,U,GT3,T,3,3,other,other,home,other,Secondary Education
STU-8C94FC36,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,Higher Education
STU-71A1F5C2,GP,M,20,U,GT3,A,3,2,services,other,course,other,Secondary Education
STU-35632BFA,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,Higher Education
STU-E7D1A49D,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,Secondary Education
STU-8CA35DF2,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,Primary (4th grade)
STU-26E212E1,GP,F,19,U,LE3,T,1,2,services,services,home,other,5th to 9th grade
STU-430236AA,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,5th to 9th grade
STU-9694C38D,GP,M,19,U,GT3,T,1,2,other,services,course,other,5th to 9th grade
STU-B4C8AE05,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,Secondary Education
STU-055BA87C,GP,F,19,U,GT3,T,1,1,at_home,health,home,other,Primary (4th grade)
STU-3D4DFEA8,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,Secondary Education
STU-94E39F61,GP,F,18,U,GT3,T,2,1,services,other,course,mother,5th to 9th grade
STU-DD8DF6E2,GP,F,18,U,GT3,T,4,3,other,other,course,mother,Higher Education
STU-AA3A7090,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,Higher Education
STU-5B44A9D3,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,Higher Education
STU-DE2ACAEE,GP,F,17,U,GT3,A,4,3,services,services,course,mother,Higher Education
STU-5A229EF5,GP,F,17,U,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-A8C0AD64,GP,F,17,R,LE3,T,2,2,services,services,course,mother,5th to 9th grade
STU-99ED1429,GP,F,17,U,GT3,T,3,1,services,services,course,father,Secondary Education
STU-51385447,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,5th to 9th grade
STU-3DB65053,GP,M,18,U,GT3,T,4,4,other,other,course,mother,Higher Education
STU-4567FD41,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,Secondary Education
STU-01EB470B,GP,M,17,R,GT3,T,2,2,services,other,course,mother,5th to 9th grade
STU-8ADF8E42,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,Higher Education
STU-5D4FC8BB,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,Higher Education
STU-E8C83903,GP,M,18,U,LE3,T,2,2,other,other,course,mother,5th to 9th grade
STU-DF3DFD1C,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,Higher Education
STU-CFE96450,GP,F,18,U,GT3,T,3,3,services,services,home,mother,Secondary Education
STU-6EDD3247,GP,F,18,U,LE3,T,2,2,other,other,home,other,5th to 9th grade
STU-2DDFB354,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,5th to 9th grade
STU-904B8855,GP,F,17,U,GT3,T,3,4,services,other,course,mother,Higher Education
STU-1668F683,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,Secondary Education
STU-32AC7410,GP,F,17,U,GT3,T,3,2,other,other,home,mother,Secondary Education
STU-0638F977,GP,F,18,U,LE3,T,3,3,services,services,home,mother,Secondary Education
STU-6DF9BB94,GP,F,17,R,GT3,A,3,2,other,other,home,mother,Secondary Education
STU-D3126E3E,GP,F,19,U,GT3,T,2,1,services,services,home,other,5th to 9th grade
STU-CD81E3F8,GP,M,18,U,LE3,T,3,4,services,other,home,mother,Higher Education
STU-21DAB688,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,5th to 9th grade
STU-732F6983,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,Secondary Education
STU-70C171D3,GP,F,18,U,GT3,T,3,2,other,services,other,mother,Secondary Education
STU-3F9ADA08,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,Higher Education
STU-51027C17,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,Higher Education
STU-18F11CAF,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,Higher Education
STU-0686CB8F,MS,M,18,R,GT3,T,3,2,other,other,course,mother,Secondary Education
STU-9F297993,MS,M,19,R,GT3,T,1,1,other,services,home,other,Primary (4th grade)
STU-84F79B9A,MS,M,17,U,GT3,T,3,3,health,other,course,mother,Secondary Education
STU-B10FDE2C,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,Secondary Education
STU-D3220DD4,MS,M,19,R,GT3,T,1,1,other,other,home,other,Primary (4th grade)
STU-3DDAF610,MS,M,17,R,GT3,T,4,3,services,other,home,mother,Higher Education
STU-9E49539E,MS,F,18,U,GT3,T,3,3,services,services,course,father,Secondary Education
STU-DFE44DDA,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,Higher Education
STU-4061D44D,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,Secondary Education
STU-33700E51,MS,M,18,U,LE3,T,1,1,other,services,home,father,Primary (4th grade)
STU-42CD0E75,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,Primary (4th grade)
STU-DD40117C,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,Higher Education
STU-224B67E3,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,Primary (4th grade)
STU-8D860544,MS,F,18,U,GT3,T,3,3,services,services,other,mother,Secondary Education
STU-C73835A0,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,Higher Education
STU-4A82C4A3,MS,F,17,R,GT3,T,1,2,other,services,course,father,5th to 9th grade
STU-D415BBAC,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,Secondary Education
STU-C96F7513,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,Higher Education
STU-68EC39A5,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,Primary (4th grade)
STU-ED2890D4,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,Secondary Education
STU-ED287E8F,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,Higher Education
STU-C63135EB,MS,F,19,U,LE3,T,3,2,services,services,home,other,Secondary Education
STU-D0DDB203,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,5th to 9th grade
STU-48FC5D1C,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,5th to 9th grade
STU-8645C616,MS,F,17,R,GT3,T,1,2,other,other,course,mother,5th to 9th grade
STU-C1D8824B,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,Higher Education
STU-FE883270,MS,F,18,R,GT3,T,1,1,other,other,home,mother,Primary (4th grade)
STU-F513BE06,MS,F,20,U,GT3,T,4,2,health,other,course,other,Higher Education
STU-9A79F1EE,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,Higher Education
STU-523CB612,MS,F,18,U,GT3,T,3,3,other,other,home,mother,Secondary Education
STU-C547C143,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,Secondary Education
STU-8A5579F7,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,Higher Education
STU-84E6366F,MS,M,18,R,GT3,T,2,1,other,other,other,mother,5th to 9th grade
STU-06BDF63B,MS,M,17,U,GT3,T,2,3,other,services,home,father,Secondary Education
STU-8717E8F0,MS,M,19,R,GT3,T,1,1,other,services,other,mother,Primary (4th grade)
STU-9E51D21F,MS,M,18,R,GT3,T,4,2,other,other,home,father,Higher Education
STU-F1CCF36D,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,5th to 9th grade
STU-995D869B,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,Higher Education
STU-D67573DD,MS,F,19,R,GT3,T,2,3,services,other,course,mother,Secondary Education
STU-6B793CCF,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,Secondary Education
STU-68A811B9,MS,F,18,U,GT3,T,1,1,other,other,course,mother,Primary (4th grade)
STU-C84026A2,MS,M,20,U,LE3,A,2,2,services,services,course,other,5th to 9th grade
STU-FA0CCB2F,MS,M,17,U,LE3,T,3,1,services,services,course,mother,Secondary Education
STU-9569D833,MS,M,21,R,GT3,T,1,1,other,other,course,other,Primary (4th grade)
STU-D61AD816,MS,M,18,R,LE3,T,3,2,services,other,course,mother,Secondary Education
STU-A8023ED7,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,Primary (4th grade)
STU-DBED2E78,GP,M,16,U,GT3,T,2,3,other,other,course,mother,Secondary Education
STU-BBAC4735,GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,5th to 9th grade
STU-55594F85,GP,F,17,U,LE3,A,2,1,other,other,course,mother,5th to 9th grade
STU-D2A6279B,GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,5th to 9th grade
STU-F521A15A,GP,F,16,U,GT3,A,2,2,other,other,home,mother,5th to 9th grade
STU-6722A298,GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,Primary (4th grade)
STU-9892CC6F,GP,M,18,U,LE3,T,3,1,services,services,course,mother,Secondary Education
STU-E0506018,GP,F,18,U,GT3,A,3,2,other,services,course,other,Secondary Education
STU-A6A23E79,GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,Primary (4th grade)
STU-33234FC4,GP,F,15,R,GT3,T,1,1,other,other,course,mother,Primary (4th grade)
STU-54BC9657,GP,F,15,U,GT3,A,3,3,services,services,home,mother,Secondary Education
STU-DB604946,GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,5th to 9th grade
STU-188F7051,GP,F,15,U,GT3,T,1,2,at_home,services,course,father,5th to 9th grade
STU-7ADC1AE2,GP,M,16,U,LE3,T,1,2,health,services,course,mother,5th to 9th grade
STU-D470E0BE,GP,M,17,R,GT3,T,3,2,other,other,course,mother,Secondary Education
STU-D2646745,GP,M,15,U,LE3,T,1,2,other,other,course,mother,5th to 9th grade
STU-B361A933,GP,M,16,U,GT3,T,1,3,at_home,services,course,father,Secondary Education
STU-C94A4718,GP,M,17,U,GT3,T,3,2,services,services,course,mother,Secondary Education
STU-01490824,GP,F,16,U,GT3,A,4,1,other,other,home,mother,Higher Education
STU-72DD8E6B,GP,F,18,U,LE3,A,2,4,services,other,course,mother,Higher Education
STU-86199ADA,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,5th to 9th grade
STU-AD844083,GP,F,18,U,GT3,T,3,3,other,other,course,mother,Secondary Education
STU-11DB36E9,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,5th to 9th grade
STU-20D8D327,GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,Higher Education
STU-49D51390,GP,F,17,U,GT3,T,3,2,other,other,course,father,Secondary Education
STU-17E7181C,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,Primary (4th grade)
STU-239D2E0B,GP,F,16,U,GT3,T,1,2,other,other,course,mother,5th to 9th grade
STU-63C63F20,GP,F,17,R,LE3,A,1,4,other,other,course,other,Higher Education
STU-85DCA321,GP,F,17,U,LE3,A,2,2,other,other,home,mother,5th to 9th grade
STU-5BE9B4F0,GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,Primary (4th grade)
STU-CBE2D635,GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,Higher Education
STU-2066BAC3,GP,M,17,R,GT3,T,1,1,other,other,home,father,Primary (4th grade)
STU-9B9DBF20,GP,F,17,U,GT3,T,3,3,services,other,home,mother,Secondary Education
STU-11FFB57A,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,Primary (4th grade)
STU-D5DDCD52,GP,F,17,U,GT3,T,1,1,other,services,course,father,Primary (4th grade)
STU-D58D207B,GP,F,18,U,LE3,A,2,1,other,other,course,mother,5th to 9th grade
STU-9954BC01,GP,F,19,U,GT3,T,2,2,services,services,home,mother,5th to 9th grade
STU-22EA2ABB,GP,M,18,U,LE3,T,2,1,services,other,course,mother,5th to 9th grade
STU-5E2556E5,GP,F,17,R,GT3,T,4,2,other,other,course,mother,Higher Education
STU-B563DD6A,GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,Primary (4th grade)
STU-5FFA7709,GP,F,18,R,GT3,T,2,2,other,other,home,mother,5th to 9th grade
STU-88BD4735,GP,M,17,R,GT3,T,2,2,other,services,other,mother,5th to 9th grade
STU-02615315,GP,F,20,R,GT3,T,2,1,other,other,course,other,5th to 9th grade
STU-0E548630,GP,M,17,U,GT3,T,2,2,other,other,home,father,5th to 9th grade
STU-59987E38,GP,F,18,U,GT3,T,2,1,other,other,home,mother,5th to 9th grade
STU-98611A09,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,5th to 9th grade
STU-4851F48F,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,Secondary Education
STU-F2F16061,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,5th to 9th grade
STU-306CA010,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,5th to 9th grade
STU-461043E7,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,Higher Education
STU-AC0A48D6,GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,5th to 9th grade
STU-F8277073,GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,Higher Education
STU-05FD959E,GP,F,17,U,GT3,T,2,3,other,other,course,father,Secondary Education
STU-4FB07A05,GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,Higher Education
STU-734355E2,GP,F,18,U,LE3,T,4,3,health,services,course,mother,Higher Education
STU-1474FDBD,GP,F,18,U,GT3,T,3,3,at_home,other,course,father,Secondary Education
STU-E992517F,GP,M,19,U,GT3,T,4,2,health,other,course,mother,Higher Education
STU-0320C003,GP,F,18,U,GT3,T,3,4,other,other,course,mother,Higher Education
STU-69307B4A,GP,F,17,U,GT3,T,4,4,health,health,course,mother,Higher Education
STU-C46B1609,GP,F,17,U,LE3,A,3,3,services,other,home,mother,Secondary Education
STU-ED831F38,GP,F,17,U,LE3,T,2,1,other,other,home,father,5th to 9th grade
STU-265C110E,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,Higher Education
STU-65703DF3,GP,F,19,U,GT3,T,1,1,other,other,course,other,Primary (4th grade)
STU-A0976536,GP,F,19,U,LE3,A,1,1,other,other,course,other,Primary (4th grade)
STU-796A09C0,GP,F,18,U,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-0953A36D,GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,Secondary Education
STU-B41C341C,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,Secondary Education
STU-DF76F2BF,GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,5th to 9th grade
STU-45E8C5A5,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,5th to 9th grade
STU-018130B7,GP,F,17,U,GT3,T,2,1,services,other,course,mother,5th to 9th grade
STU-56BC7B44,GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,5th to 9th grade
STU-444618D6,GP,F,19,U,LE3,A,2,3,at_home,other,home,other,Secondary Education
STU-4AABC67D,GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,Secondary Education
STU-F7289B8A,GP,F,21,U,LE3,T,4,4,other,other,reputation,other,Higher Education
STU-EB0FB275,GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,5th to 9th grade
STU-8EDE5BB6,GP,M,18,U,LE3,A,3,4,other,other,reputation,other,Higher Education
STU-779DE84C,GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,5th to 9th grade
STU-35378DB8,GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,Higher Education
STU-B7E2FA44,GP,F,18,U,LE3,T,4,2,teacher,other,course,mother,Higher Education
STU-D0168012,GP,M,21,R,LE3,T,1,1,at_home,other,course,other,Primary (4th grade)
STU-729F0FE8,GP,F,20,R,GT3,T,1,1,other,other,reputation,other,Primary (4th grade)
STU-B7A13DE6,GP,F,19,U,GT3,T,4,4,teacher,other,home,other,Higher Education
STU-6BB212A4,GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,Secondary Education
STU-6B2A4A12,GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,Secondary Education
STU-EB8FDD92,GP,M,18,R,GT3,T,2,3,other,services,reputation,father,Secondary Education
STU-DBAFA35C,GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,5th to 9th grade
STU-CF21692E,GP,F,18,U,LE3,A,2,2,services,other,reputation,mother,5th to 9th grade
STU-E68AA01E,GP,F,20,U,GT3,T,1,0,other,other,reputation,mother,Primary (4th grade)
STU-BA407181,GP,F,18,U,GT3,T,3,2,services,other,home,mother,Secondary Education
STU-3D74E024,MS,F,16,U,GT3,T,1,3,at_home,other,other,father,Secondary Education
STU-B9F6153F,MS,F,16,R,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-B994B8F8,MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,Primary (4th grade)
STU-D584C567,MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,Secondary Education
STU-2EFC7C13,MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,Secondary Education
STU-CA6DB392,MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,5th to 9th grade
STU-0D29ACE6,MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,Higher Education
STU-EF9CE1E9,MS,M,16,U,GT3,A,1,2,other,other,other,mother,5th to 9th grade
STU-C7925316,MS,F,17,R,GT3,T,3,2,at_home,other,course,father,Secondary Education
STU-B873EF38,MS,F,17,R,GT3,T,1,1,other,other,other,father,Primary (4th grade)
STU-8FDA26FD,MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,Higher Education
STU-B6595762,MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,5th to 9th grade
STU-85CB0B70,MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,Primary (4th grade)
STU-9D5086D0,MS,F,15,R,LE3,T,1,1,other,services,course,mother,Primary (4th grade)
STU-24817F4F,MS,F,16,R,GT3,T,0,2,other,other,other,mother,5th to 9th grade
STU-0138C512,MS,F,17,R,GT3,T,2,3,other,other,course,mother,Secondary Education
STU-7C076817,MS,F,15,R,GT3,T,3,3,other,services,course,father,Secondary Education
STU-E7EEA036,MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,Primary (4th grade)
STU-436FB92E,MS,M,17,U,GT3,T,1,1,other,other,home,mother,Primary (4th grade)
STU-AC17C12B,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,Higher Education
STU-1843ACC9,MS,M,16,R,GT3,T,3,4,other,health,other,mother,Higher Education
STU-D7E269E2,MS,M,15,R,GT3,T,1,1,other,other,course,mother,Primary (4th grade)
STU-2FC18DC6,MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,Secondary Education
STU-447A2FD5,MS,M,17,R,GT3,T,2,1,other,other,other,mother,5th to 9th grade
STU-9324F5A8,MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,Higher Education
STU-3F252A0B,MS,F,15,R,GT3,T,1,2,other,services,course,mother,5th to 9th grade
STU-EB871326,MS,F,16,R,GT3,T,2,3,other,services,course,mother,Secondary Education
STU-157F0787,MS,M,16,R,GT3,T,1,2,other,other,course,father,5th to 9th grade
STU-CDFC84CC,MS,F,16,U,GT3,T,1,2,other,services,course,mother,5th to 9th grade
STU-8549017C,MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,5th to 9th grade
STU-BE625528,MS,F,16,U,GT3,T,1,1,at_home,other,course,father,Primary (4th grade)
STU-76521A69,MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,5th to 9th grade
STU-C22EBB74,MS,F,16,R,GT3,T,1,1,other,other,home,father,Primary (4th grade)
STU-7DBAAD61,MS,F,16,R,GT3,T,1,1,at_home,other,other,father,Primary (4th grade)
STU-2EE22B8A,MS,F,15,R,GT3,T,1,1,at_home,other,home,father,Primary (4th grade)
STU-B36D67C7,MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,Primary (4th grade)
STU-7BE533FA,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,Primary (4th grade)
STU-81FA5228,MS,F,15,R,LE3,T,2,2,other,other,other,father,5th to 9th grade
STU-E1DC7CDD,MS,M,16,R,GT3,T,1,1,at_home,other,other,father,Primary (4th grade)
STU-03CF678A,MS,F,18,U,GT3,T,1,2,other,other,course,father,5th to 9th grade
STU-E934E2BE,MS,M,15,U,GT3,T,3,1,other,services,home,mother,Secondary Education
STU-8160969F,MS,F,16,R,GT3,T,2,2,other,services,course,father,5th to 9th grade
STU-1DC34200,MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,5th to 9th grade
STU-0209E917,MS,M,16,U,GT3,T,4,4,other,teacher,course,father,Higher Education
STU-3571D449,MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,Secondary Education
STU-FAFE17A5,MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,5th to 9th grade
STU-79E49F84,MS,F,16,R,LE3,T,2,2,other,other,home,father,5th to 9th grade
STU-9219CB18,MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,5th to 9th grade
STU-62B79FAE,MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,Secondary Education
STU-9BBCFDB0,MS,F,15,U,GT3,T,2,2,other,services,course,mother,5th to 9th grade
STU-4514A1B9,MS,F,16,R,LE3,T,2,1,other,other,home,mother,5th to 9th grade
STU-D20414C0,MS,M,15,U,GT3,T,3,3,services,services,course,father,Secondary Education
STU-0D566072,MS,F,16,R,GT3,T,1,1,at_home,other,course,father,Primary (4th grade)
STU-78EF6D94,MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,5th to 9th grade
STU-E93A2B85,MS,F,19,U,GT3,T,2,3,at_home,services,course,other,Secondary Education
STU-6C286211,MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,5th to 9th grade
STU-4D200D13,MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,Primary (4th grade)
STU-5F670B53,MS,F,16,U,LE3,A,2,2,other,other,home,mother,5th to 9th grade
STU-5D9072D7,MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,5th to 9th grade
STU-BDA4BEC1,MS,F,16,U,GT3,T,2,2,other,services,course,father,5th to 9th grade
STU-580CE59D,MS,F,18,R,LE3,A,3,2,other,other,course,other,Secondary Education
STU-E42AF51B,MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,Primary (4th grade)
STU-7EEFAF9D,MS,M,18,R,GT3,T,1,1,other,other,home,mother,Primary (4th grade)
STU-DAA46F94,MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,Primary (4th grade)
STU-A9E6CB46,MS,F,19,U,GT3,T,1,1,other,other,course,other,Primary (4th grade)
STU-BBE60AC9,MS,F,16,R,GT3,A,2,2,health,other,course,mother,5th to 9th grade
STU-D9DFF858,MS,F,17,U,GT3,T,0,1,other,at_home,course,father,Primary (4th grade)
STU-82AFF7BA,MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,5th to 9th grade
STU-68C738CA,MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,Secondary Education
STU-34F6B20D,MS,F,16,R,LE3,T,1,1,services,services,home,mother,Primary (4th grade)
STU-DB2F25A3,MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,Secondary Education
STU-B9DED09A,MS,F,16,U,GT3,T,2,1,other,services,course,mother,5th to 9th grade
STU-64DF58A0,MS,F,16,U,GT3,T,2,2,services,other,course,mother,5th to 9th grade
STU-16B51A22,MS,M,17,U,GT3,T,1,2,other,other,course,father,5th to 9th grade
STU-7CFBF951,MS,M,16,U,LE3,T,4,3,other,other,course,father,Higher Education
STU-AE51895D,MS,M,17,R,LE3,T,2,2,services,services,other,mother,5th to 9th grade
STU-9EEF833D,MS,F,16,U,GT3,T,1,1,other,other,course,other,Primary (4th grade)
STU-268B85CE,MS,F,19,U,LE3,T,2,2,other,other,home,mother,5th to 9th grade
STU-250663B9,MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,Primary (4th grade)
STU-812E7002,MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,Secondary Education
STU-DFCB0802,MS,F,17,U,LE3,T,1,1,other,services,course,father,Primary (4th grade)
STU-15058A7B,MS,M,17,R,GT3,T,2,2,other,other,course,mother,5th to 9th grade
STU-640F0E5A,MS,F,16,R,LE3,T,1,1,at_home,other,course,father,Primary (4th grade)
STU-28887303,MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,5th to 9th grade
STU-19F7B23F,MS,F,17,U,GT3,A,1,0,other,other,other,mother,Primary (4th grade)
STU-B1BF1E1F,MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,Primary (4th grade)
STU-ACEA39F2,MS,F,16,U,GT3,T,3,1,other,other,course,mother,Secondary Education
STU-30DBE9A6,MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,Secondary Education
STU-1F3D2C70,MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,Primary (4th grade)
STU-04EED6FE,MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,Higher Education
STU-C86E0A3A,MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,5th to 9th grade
STU-535B04CA,MS,F,18,U,GT3,A,2,4,other,services,reputation,father,Higher Education
STU-B47C2670,MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,5th to 9th grade
STU-AAF0E6C1,MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,Primary (4th grade)
STU-02EAF67D,MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,Secondary Education
STU-274DFEB7,MS,F,16,U,GT3,T,4,4,health,health,course,mother,Higher Education
STU-87DF454F,MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,Higher Education
STU-AEFA37D8,MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,Higher Education
STU-6398DE35,MS,M,17,U,LE3,T,4,4,other,services,home,mother,Higher Education
STU-92C4B18E,MS,F,17,R,GT3,T,4,1,other,other,other,mother,Higher Education
STU-34BAAB81,MS,M,16,U,LE3,T,2,2,services,services,other,mother,5th to 9th grade
STU-E705E896,MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,5th to 9th grade
STU-CF91ABC8,MS,F,16,U,LE3,T,4,4,services,services,other,father,Higher Education
STU-C339223C,MS,M,17,U,GT3,T,3,3,services,services,home,mother,Secondary Education
STU-F58FE4FC,MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,Primary (4th grade)
STU-3F44C94B,MS,M,16,U,GT3,T,2,1,health,services,other,mother,5th to 9th grade
STU-0ED8FF15,MS,F,16,U,LE3,T,2,1,other,services,other,mother,5th to 9th grade
STU-1A1B22A5,MS,M,16,U,LE3,T,4,4,teacher,health,other,father,Higher Education
STU-C1D171B9,MS,M,15,R,GT3,T,1,2,other,services,course,mother,5th to 9th grade
STU-5DE1A056,MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,5th to 9th grade
STU-EFE40CED,MS,M,15,U,LE3,A,2,1,services,services,course,mother,5th to 9th grade
STU-F492E836,MS,F,16,R,LE3,T,2,2,other,other,course,mother,5th to 9th grade
STU-09444AC0,MS,F,16,U,LE3,T,4,1,other,other,home,mother,Higher Education
STU-9FEF2670,MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,Secondary Education
STU-60B96BEA,MS,F,17,R,GT3,T,2,2,other,other,other,mother,5th to 9th grade
STU-A3548CD3,MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,Higher Education
STU-B4551B6B,MS,M,17,R,GT3,T,4,4,health,other,course,father,Higher Education
STU-8071193F,MS,M,17,R,LE3,T,1,3,other,other,course,father,Secondary Education
STU-6763F4BA,MS,M,17,U,GT3,T,3,4,services,other,other,mother,Higher Education
STU-AA98CDC3,MS,F,17,U,GT3,T,4,4,health,health,course,father,Higher Education
STU-84F84FC1,MS,M,16,R,LE3,T,4,1,other,at_home,other,father,Higher Education
